Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method
Home,449.9,1,,Not Returned,35,Male,City91,PayPal,Standard
Books,239.47,3,Defective,Returned,62,Female,City44,Credit Card,Standard
Books,197.65,1,Defective,Returned,32,Male,City32,Credit Card,Express
Books,22.49,3,Defective,Returned,26,Female,City59,Gift Card,Express
Books,42.22,2,Wrong item,Returned,29,Male,City70,Debit Card,Standard
Home,476.96,3,,Not Returned,55,Female,City50,Gift Card,Standard
Toys,133.25,4,,Not Returned,34,Female,City59,Debit Card,Express
Toys,135.81,1,,Not Returned,48,Female,City1,Credit Card,Standard
Electronics,55.73,1,Defective,Returned,39,Male,City73,PayPal,Next-Day
Books,58.96,4,Wrong item,Returned,58,Female,City32,Credit Card,Express
Clothing,148.57,5,Wrong item,Returned,66,Female,City96,Gift Card,Standard
Electronics,244.13,5,Not as described,Returned,47,Female,City5,Debit Card,Standard
Books,291.25,5,,Not Returned,35,Male,City54,Gift Card,Next-Day
Books,460.6,1,,Not Returned,65,Female,City1,PayPal,Standard
Electronics,470.24,4,,Not Returned,65,Female,City22,Gift Card,Standard
Electronics,215.26,4,,Not Returned,53,Male,City87,PayPal,Express
Home,194.5,3,,Not Returned,32,Female,City24,Credit Card,Next-Day
Books,121.74,1,,Not Returned,21,Male,City43,Gift Card,Express
Toys,80.52,3,Changed mind,Returned,19,Male,City95,PayPal,Standard
Books,260.52,3,Not as described,Returned,70,Female,City74,Credit Card,Next-Day
Books,394.08,5,,Not Returned,37,Female,City22,PayPal,Express
Books,298.58,5,,Not Returned,41,Male,City47,Credit Card,Next-Day
Clothing,69.04,5,Defective,Returned,56,Male,City55,Gift Card,Standard
Toys,380.71,4,,Not Returned,25,Female,City42,PayPal,Standard
Clothing,449.14,4,Wrong item,Returned,40,Male,City19,Gift Card,Next-Day
Clothing,182.52,5,Wrong item,Returned,18,Male,City56,Debit Card,Next-Day
Toys,22.56,3,,Not Returned,34,Male,City77,Debit Card,Express
Clothing,165.89,5,,Not Returned,65,Male,City21,Gift Card,Express
Clothing,472.75,2,,Not Returned,33,Female,City28,Gift Card,Next-Day
Home,363.67,3,,Not Returned,47,Female,City6,PayPal,Express
Toys,193.41,5,Not as described,Returned,66,Female,City80,Gift Card,Express
Books,409.31,2,Defective,Returned,59,Male,City16,PayPal,Standard
Electronics,16.1,1,Changed mind,Returned,70,Male,City22,PayPal,Express
Books,232.71,1,,Not Returned,60,Female,City40,Credit Card,Express
Toys,139.48,2,Not as described,Returned,68,Female,City83,Gift Card,Next-Day
Home,198.17,2,Changed mind,Returned,31,Male,City61,Debit Card,Express
Books,297.43,2,,Not Returned,62,Female,City7,PayPal,Standard
Toys,487.62,1,Defective,Returned,23,Female,City67,PayPal,Express
Home,187.12,4,Defective,Returned,45,Male,City91,Debit Card,Next-Day
Books,118.74,1,,Not Returned,27,Female,City23,PayPal,Next-Day
Clothing,110.18,3,,Not Returned,33,Male,City37,Debit Card,Express
Electronics,21.7,4,,Not Returned,69,Male,City98,Gift Card,Next-Day
Home,222.67,2,Wrong item,Returned,38,Male,City1,Debit Card,Next-Day
Clothing,92.37,3,,Not Returned,36,Female,City81,Gift Card,Next-Day
Electronics,105.47,1,,Not Returned,46,Male,City76,Credit Card,Standard
Clothing,468.62,2,Defective,Returned,57,Male,City76,PayPal,Next-Day
Toys,171.71,4,Defective,Returned,36,Female,City1,Debit Card,Next-Day
Electronics,186.31,4,Wrong item,Returned,46,Male,City77,Gift Card,Express
Toys,257.92,5,Not as described,Returned,60,Female,City42,PayPal,Next-Day
Clothing,174.6,3,Not as described,Returned,19,Male,City42,Gift Card,Standard
Home,92.32,4,Wrong item,Returned,20,Male,City99,Gift Card,Standard
Electronics,67,5,Wrong item,Returned,55,Female,City71,Credit Card,Standard
Electronics,411.2,1,,Not Returned,39,Male,City75,Gift Card,Next-Day
Home,415.7,3,,Not Returned,62,Male,City85,Credit Card,Standard
Clothing,216.5,5,,Not Returned,38,Female,City13,Gift Card,Express
Clothing,61.43,1,,Not Returned,51,Male,City26,Gift Card,Express
Toys,396.86,1,Changed mind,Returned,62,Female,City99,Credit Card,Standard
Electronics,22.99,2,Defective,Returned,49,Male,City85,PayPal,Express
Clothing,8.26,3,,Not Returned,61,Female,City8,Debit Card,Standard
Books,187.23,4,,Not Returned,41,Female,City37,PayPal,Standard
Toys,412.23,5,Changed mind,Returned,36,Male,City46,Debit Card,Standard
Toys,287.47,4,,Not Returned,69,Male,City61,Credit Card,Next-Day
Books,287.53,2,Wrong item,Returned,20,Female,City62,Credit Card,Next-Day
Electronics,397.24,3,,Not Returned,68,Male,City57,Gift Card,Standard
Electronics,245.17,4,,Not Returned,42,Male,City2,PayPal,Express
Electronics,431.91,5,,Not Returned,57,Female,City34,Gift Card,Standard
Home,450.18,5,,Not Returned,63,Male,City40,Gift Card,Next-Day
Books,98.61,1,,Not Returned,29,Male,City52,Gift Card,Standard
Home,74.49,3,,Not Returned,57,Male,City73,Credit Card,Express
Toys,302.15,4,Not as described,Returned,70,Female,City34,Debit Card,Standard
Books,388.41,1,Not as described,Returned,52,Male,City45,Credit Card,Standard
Home,104.87,4,,Not Returned,20,Male,City48,Debit Card,Standard
Home,425.04,4,,Not Returned,23,Male,City69,Debit Card,Next-Day
Books,366.54,5,Defective,Returned,43,Female,City6,Credit Card,Next-Day
Electronics,297.63,2,,Not Returned,24,Male,City15,Credit Card,Express
Home,348.92,3,Changed mind,Returned,38,Female,City28,Credit Card,Next-Day
Toys,68.62,5,Wrong item,Returned,67,Male,City88,Credit Card,Next-Day
Home,56.86,3,,Not Returned,28,Male,City57,Gift Card,Standard
Toys,129.74,2,,Not Returned,52,Female,City80,PayPal,Next-Day
Electronics,59.54,5,,Not Returned,68,Female,City15,PayPal,Next-Day
Clothing,389.97,5,Not as described,Returned,40,Male,City91,PayPal,Express
Home,10.16,1,Changed mind,Returned,23,Female,City3,Credit Card,Next-Day
Electronics,166.2,2,Changed mind,Returned,24,Female,City65,Credit Card,Express
Toys,492.8,4,,Not Returned,27,Male,City43,Gift Card,Next-Day
Toys,345.99,3,Wrong item,Returned,38,Female,City93,PayPal,Express
Clothing,62.01,5,Changed mind,Returned,20,Male,City80,Gift Card,Next-Day
Electronics,42.18,3,,Not Returned,61,Female,City3,PayPal,Next-Day
Toys,385.21,3,,Not Returned,63,Male,City49,Debit Card,Standard
Clothing,289.2,5,,Not Returned,60,Male,City49,PayPal,Next-Day
Electronics,358.53,4,Wrong item,Returned,36,Female,City28,Debit Card,Express
Home,431.69,1,,Not Returned,41,Male,City61,Debit Card,Express
Books,98.87,3,Changed mind,Returned,51,Female,City37,Credit Card,Standard
Clothing,124.99,3,Changed mind,Returned,27,Female,City96,Gift Card,Standard
Clothing,264.78,3,Defective,Returned,32,Female,City65,Credit Card,Standard
Books,87.53,3,,Not Returned,18,Female,City20,Gift Card,Standard
Books,334.58,1,Changed mind,Returned,54,Female,City67,Gift Card,Standard
Clothing,370.91,2,,Not Returned,35,Female,City56,Gift Card,Express
Clothing,422.59,5,Defective,Returned,20,Male,City5,Credit Card,Standard
Home,19.51,3,Not as described,Returned,37,Female,City60,Gift Card,Next-Day
Books,351.3,5,Not as described,Returned,22,Female,City41,Credit Card,Express
Home,496.87,2,Defective,Returned,40,Male,City42,PayPal,Next-Day
Toys,374.84,1,Changed mind,Returned,66,Male,City86,Debit Card,Express
Books,200.99,2,Changed mind,Returned,46,Male,City64,Gift Card,Next-Day
Toys,472.27,1,Not as described,Returned,51,Male,City86,PayPal,Next-Day
Books,381.74,4,,Not Returned,46,Male,City90,Debit Card,Standard
Books,211.23,1,Changed mind,Returned,46,Female,City7,PayPal,Standard
Home,346.1,5,,Not Returned,68,Male,City70,PayPal,Next-Day
Clothing,198.29,4,Wrong item,Returned,27,Male,City83,Credit Card,Express
Electronics,9.71,2,,Not Returned,31,Female,City70,Credit Card,Standard
Books,96.48,3,Changed mind,Returned,43,Male,City34,Credit Card,Standard
Books,287.9,1,Wrong item,Returned,58,Female,City80,PayPal,Express
Books,393.04,3,Wrong item,Returned,49,Male,City2,PayPal,Next-Day
Home,296.67,4,,Not Returned,51,Male,City73,Gift Card,Next-Day
Home,234.79,5,Wrong item,Returned,48,Male,City70,Debit Card,Standard
Books,472.16,3,Changed mind,Returned,25,Female,City84,PayPal,Standard
Toys,327.46,1,Not as described,Returned,56,Male,City65,Debit Card,Standard
Clothing,156.44,4,,Not Returned,28,Female,City63,Gift Card,Next-Day
Electronics,112,4,,Not Returned,70,Female,City94,Gift Card,Express
Electronics,121.71,1,,Not Returned,27,Female,City9,PayPal,Standard
Books,451.8,1,,Not Returned,70,Male,City35,Credit Card,Next-Day
Toys,178.44,4,Wrong item,Returned,61,Female,City55,Debit Card,Express
Books,44.24,5,Defective,Returned,41,Female,City52,Gift Card,Express
Home,336.44,3,,Not Returned,18,Male,City72,PayPal,Standard
Clothing,309.07,2,,Not Returned,49,Male,City11,Debit Card,Next-Day
Books,209.66,3,,Not Returned,31,Male,City80,Credit Card,Express
Home,265.11,4,Not as described,Returned,40,Female,City91,Debit Card,Next-Day
Books,78.11,5,,Not Returned,19,Male,City3,PayPal,Standard
Home,346.91,4,Changed mind,Returned,53,Female,City47,Gift Card,Standard
Electronics,315.92,5,,Not Returned,20,Female,City76,Gift Card,Standard
Home,321.77,4,,Not Returned,64,Male,City79,Gift Card,Next-Day
Home,134.05,3,Not as described,Returned,27,Male,City69,Debit Card,Express
Books,187.72,2,Wrong item,Returned,37,Female,City58,Debit Card,Standard
Electronics,207.29,3,,Not Returned,59,Female,City81,PayPal,Express
Clothing,263.37,3,,Not Returned,59,Male,City19,Gift Card,Next-Day
Books,239.41,4,,Not Returned,61,Male,City81,Gift Card,Next-Day
Clothing,351.76,4,Not as described,Returned,69,Female,City25,PayPal,Next-Day
Toys,10.27,2,Changed mind,Returned,56,Female,City87,PayPal,Next-Day
Toys,95.15,4,,Not Returned,59,Female,City3,Credit Card,Next-Day
Toys,307.56,3,,Not Returned,20,Female,City70,Gift Card,Express
Books,55.91,1,,Not Returned,59,Male,City38,Gift Card,Next-Day
Clothing,195.67,3,,Not Returned,42,Male,City18,Gift Card,Standard
Clothing,461.27,1,,Not Returned,20,Female,City76,PayPal,Express
Clothing,203.36,1,,Not Returned,58,Female,City32,Credit Card,Standard
Books,183.47,2,,Not Returned,42,Female,City46,Debit Card,Next-Day
Books,476.61,2,,Not Returned,50,Male,City31,PayPal,Standard
Toys,283.98,5,,Not Returned,64,Female,City18,PayPal,Express
Clothing,51.35,2,Changed mind,Returned,39,Male,City41,Credit Card,Next-Day
Books,283.13,4,Not as described,Returned,19,Male,City36,Credit Card,Standard
Electronics,390.47,3,,Not Returned,44,Female,City76,PayPal,Next-Day
Books,362.05,2,Not as described,Returned,68,Male,City61,Gift Card,Express
Home,440.27,4,Changed mind,Returned,24,Female,City25,Debit Card,Standard
Clothing,417.83,4,,Not Returned,53,Male,City90,Credit Card,Express
Electronics,478.5,3,,Not Returned,63,Male,City2,Credit Card,Next-Day
Clothing,496.58,1,Not as described,Returned,44,Male,City30,Credit Card,Express
Toys,183.98,1,Defective,Returned,70,Male,City14,Debit Card,Express
Toys,497.6,5,Wrong item,Returned,27,Female,City82,Gift Card,Next-Day
Books,73.15,2,,Not Returned,50,Female,City48,Gift Card,Standard
Books,432.21,2,Wrong item,Returned,54,Male,City93,Debit Card,Next-Day
Books,452.72,3,Changed mind,Returned,68,Male,City99,Gift Card,Standard
Books,197.92,1,,Not Returned,28,Male,City56,Credit Card,Express
Books,126.77,2,Defective,Returned,33,Female,City59,Credit Card,Express
Books,498.55,3,,Not Returned,63,Male,City40,Debit Card,Express
Electronics,20.53,1,,Not Returned,58,Female,City83,PayPal,Standard
Clothing,192.48,2,,Not Returned,60,Female,City36,PayPal,Standard
Books,248.74,1,Wrong item,Returned,34,Male,City63,Credit Card,Express
Electronics,382.24,3,,Not Returned,19,Female,City34,PayPal,Next-Day
Electronics,16.13,1,Not as described,Returned,58,Male,City65,Debit Card,Next-Day
Clothing,263.39,1,Changed mind,Returned,43,Female,City62,Credit Card,Standard
Electronics,314.45,2,,Not Returned,55,Female,City15,PayPal,Standard
Toys,305.47,4,,Not Returned,61,Male,City17,Debit Card,Standard
Toys,444.09,4,,Not Returned,56,Female,City16,PayPal,Standard
Books,391.94,5,Not as described,Returned,59,Female,City71,Debit Card,Express
Books,129.62,3,Wrong item,Returned,58,Female,City26,Debit Card,Express
Electronics,355.68,2,,Not Returned,52,Male,City87,PayPal,Next-Day
Clothing,422.06,2,Defective,Returned,45,Male,City21,Debit Card,Standard
Books,53.09,3,,Not Returned,65,Female,City63,Credit Card,Express
Toys,489.39,5,,Not Returned,41,Female,City73,Gift Card,Next-Day
Books,422.32,1,Defective,Returned,19,Female,City54,Credit Card,Next-Day
Toys,371.05,2,,Not Returned,56,Female,City88,Debit Card,Next-Day
Electronics,75.28,1,Wrong item,Returned,35,Male,City12,Credit Card,Next-Day
Toys,187.66,3,,Not Returned,62,Female,City53,Gift Card,Next-Day
Toys,25.59,1,Not as described,Returned,50,Female,City55,Credit Card,Next-Day
Clothing,272.58,5,Defective,Returned,57,Female,City64,Credit Card,Standard
Home,428.39,5,Wrong item,Returned,67,Female,City16,PayPal,Standard
Toys,365.81,4,Defective,Returned,38,Male,City46,PayPal,Standard
Books,335.54,3,Changed mind,Returned,56,Female,City82,Gift Card,Express
Toys,99.23,4,,Not Returned,65,Male,City62,Credit Card,Standard
Books,283.3,5,Not as described,Returned,34,Male,City17,Credit Card,Next-Day
Home,279.15,3,,Not Returned,41,Male,City52,Debit Card,Standard
Books,21.71,3,Changed mind,Returned,23,Female,City40,Gift Card,Express
Home,78,5,,Not Returned,49,Female,City41,Credit Card,Standard
Books,142.01,3,,Not Returned,42,Female,City93,Gift Card,Express
Clothing,160.59,3,Changed mind,Returned,64,Female,City85,Credit Card,Express
Home,37.87,1,,Not Returned,28,Female,City26,Gift Card,Standard
Electronics,322.32,2,Defective,Returned,57,Female,City14,Debit Card,Standard
Electronics,110.69,1,,Not Returned,33,Male,City67,PayPal,Express
Books,309.62,2,Changed mind,Returned,43,Male,City3,Gift Card,Standard
Books,250.69,3,Defective,Returned,30,Male,City10,PayPal,Express
Toys,379.78,4,Not as described,Returned,67,Female,City13,Gift Card,Next-Day
Clothing,151.77,5,,Not Returned,68,Male,City11,Debit Card,Express
Toys,460.49,3,Wrong item,Returned,49,Male,City38,Gift Card,Standard
Books,192.89,5,Defective,Returned,22,Male,City70,Gift Card,Standard
Electronics,104.65,4,Not as described,Returned,61,Male,City25,Debit Card,Next-Day
Home,173.31,4,,Not Returned,30,Male,City30,PayPal,Standard
Electronics,406.17,4,,Not Returned,62,Female,City56,Debit Card,Standard
Clothing,129.14,5,Not as described,Returned,48,Female,City67,Credit Card,Next-Day
Clothing,322.96,2,Changed mind,Returned,46,Male,City62,Gift Card,Next-Day
Toys,177.2,2,,Not Returned,24,Male,City14,Debit Card,Next-Day
Home,97.56,5,,Not Returned,27,Female,City98,Credit Card,Express
Home,41.35,3,Defective,Returned,21,Female,City64,Credit Card,Next-Day
Home,204.75,4,,Not Returned,59,Male,City65,PayPal,Express
Toys,381.78,1,Changed mind,Returned,70,Female,City94,PayPal,Next-Day
Clothing,67.03,1,Defective,Returned,25,Female,City71,PayPal,Standard
Books,13.85,5,Changed mind,Returned,35,Female,City35,Debit Card,Next-Day
Home,459.32,2,,Not Returned,44,Male,City50,Gift Card,Standard
Toys,137.63,4,,Not Returned,18,Male,City79,PayPal,Express
Clothing,439.5,2,Wrong item,Returned,66,Female,City15,Credit Card,Express
Clothing,392.78,5,Defective,Returned,66,Male,City63,Gift Card,Standard
Toys,39.22,4,Not as described,Returned,69,Male,City7,Gift Card,Express
Clothing,199.06,1,Defective,Returned,51,Male,City42,PayPal,Next-Day
Clothing,386.47,4,,Not Returned,60,Female,City78,Gift Card,Express
Books,415.61,3,,Not Returned,18,Female,City4,Credit Card,Standard
Home,406.02,2,Defective,Returned,30,Male,City34,Credit Card,Standard
Toys,55.57,2,,Not Returned,30,Female,City46,PayPal,Express
Books,80.86,2,Not as described,Returned,27,Male,City19,PayPal,Standard
Clothing,157.19,3,Wrong item,Returned,58,Female,City36,Credit Card,Standard
Clothing,385.8,2,,Not Returned,33,Female,City18,Credit Card,Standard
Home,189.71,1,,Not Returned,34,Female,City41,PayPal,Next-Day
Electronics,399.65,5,,Not Returned,28,Female,City69,Gift Card,Standard
Electronics,207.66,1,Not as described,Returned,22,Male,City59,PayPal,Standard
Toys,405.83,1,,Not Returned,32,Male,City88,Gift Card,Standard
Home,418.02,5,,Not Returned,70,Female,City55,Gift Card,Express
Clothing,74.1,3,Not as described,Returned,29,Male,City74,PayPal,Standard
Books,289.18,3,,Not Returned,63,Female,City96,Credit Card,Standard
Home,333.65,1,,Not Returned,47,Male,City23,Gift Card,Express
Home,493.34,4,Changed mind,Returned,42,Female,City85,Gift Card,Standard
Books,153.38,3,,Not Returned,34,Male,City93,Gift Card,Next-Day
Home,335.17,4,Changed mind,Returned,65,Female,City1,PayPal,Express
Home,141.34,2,Defective,Returned,27,Female,City49,PayPal,Next-Day
Books,69.36,2,,Not Returned,39,Female,City65,Credit Card,Express
Electronics,14.22,4,,Not Returned,41,Female,City59,Gift Card,Next-Day
Electronics,189.04,4,,Not Returned,44,Female,City45,Gift Card,Next-Day
Electronics,332.89,3,Changed mind,Returned,29,Male,City63,Credit Card,Next-Day
Electronics,120.27,1,Defective,Returned,38,Male,City94,Debit Card,Standard
Books,409.21,3,Changed mind,Returned,30,Female,City21,Gift Card,Express
Books,496.71,5,,Not Returned,59,Male,City20,Credit Card,Next-Day
Books,283.36,2,Not as described,Returned,65,Female,City31,Credit Card,Standard
Clothing,422.22,3,Defective,Returned,52,Female,City96,PayPal,Express
Electronics,404.88,3,Defective,Returned,27,Male,City71,Gift Card,Express
Home,26.78,3,Wrong item,Returned,31,Female,City82,Debit Card,Next-Day
Books,280.41,3,,Not Returned,45,Male,City92,Gift Card,Next-Day
Toys,214.22,1,Defective,Returned,39,Female,City34,Gift Card,Express
Home,207.46,3,Not as described,Returned,40,Female,City40,Credit Card,Next-Day
Electronics,307.19,5,,Not Returned,58,Female,City2,PayPal,Next-Day
Home,14.86,2,,Not Returned,51,Male,City67,Gift Card,Express
Electronics,26.1,4,Wrong item,Returned,33,Female,City83,PayPal,Express
Clothing,385.74,5,Changed mind,Returned,37,Female,City7,Gift Card,Next-Day
Electronics,114.12,3,,Not Returned,20,Male,City28,Gift Card,Standard
Toys,60.27,2,,Not Returned,37,Male,City40,Credit Card,Next-Day
Electronics,257.68,5,Wrong item,Returned,22,Male,City61,Gift Card,Express
Books,27.19,3,,Not Returned,37,Female,City32,Gift Card,Next-Day
Home,318.44,2,,Not Returned,39,Male,City4,Debit Card,Express
Books,340.32,3,,Not Returned,42,Female,City85,PayPal,Standard
Toys,195.91,4,,Not Returned,51,Male,City39,Debit Card,Next-Day
